Tweet,Target,Stance
"@vote4pedro___ she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST",feminist movement,2
Or maybe I'm just cross because I'm hungry... hmmmm #SemST,feminist movement,2
"Why fight for gender equality, you ask? 'Cause I listen to shitty women claim they are above the law & watch innocent men drown. #SemST",feminist movement,0
"Every time I was told I was bossy rather than assertive I took it as a compliment, #SemST",feminist movement,1
".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be! #SemST",feminist movement,0
@foxtrotjames I can kind of see myself doing what she's doing #Femalepower #yolo #SemST,feminist movement,1
@FCKH8 is the poster child for why identity politics suck. #SemST,feminist movement,2
"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement #SemST",feminist movement,1
@watchyoomouth_ @SCbchbum are you fucking KIDDING ME? so you're saying that justifies rape? #rapeculture #smdh #SemST,feminist movement,1
Too bad the women carrying the trophies look like they're in the Robert Palmer Video. #FIFAWWCFinal #USAvJPN #SemST,feminist movement,0
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""  #SemST",feminist movement,1
Man: this is an issue and needs to be addressed Woman: this is an iss... Men: why are you so outraged???? #everydaysexism #SemST,feminist movement,1
"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. #Peggy #MadMen #SemST",feminist movement,2
"I hate feminism, give me a reason why I shouldn't. #feminist #notallmen #HeForShe #SemST",feminist movement,0
Just want gender politics to be over.  My brain hurts. #genderequity #patriarchy #MRA #SemST,feminist movement,0
"@BizerBizer @GiftofGodsFavor It's a sexist, misandrist whine-fest drenched in victimhood. #SemST",feminist movement,0
"Nice job referring to a human being as an ""It"" #DolphZiggler. #WomensWrestling #RawChicago #SemST",feminist movement,1
@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all  #SemST,feminist movement,1
@whenindoubtdo the trigger levels are over 9000 #SemST,feminist movement,2
"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",feminist movement,0
@lucypalmreports I don't need feminism because I am pretty #SemST,feminist movement,0
I don't buy a dress that I can't completely zip up and fasten on my own. #SemST,feminist movement,2
"What about how in the world of weed, the male plants are mostly deemed useless as they only produce seeds & don't flower #SemST",feminist movement,0
"GETTING OFFENDED  Is the simplest, most effective lie to manipulate others. Feminism & Religions love it. #GamerGate #SemST",feminist movement,0
Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body.  #catcalling #streetharassment #SemST,feminist movement,1
@Tesco @TescoMedia @TescoFood Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch #SemST,feminist movement,2
@Martin_chris4 Car women will as well. #SemST,feminist movement,0
Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,feminist movement,0
"So, I'm following @rgay's lead & embracing the term #badfeminist. I'm too far from perfect and still learning. #SemST",feminist movement,1
Don't #GiveYourMoneyToWomen. Instead feed a cat or a dog. The animal will like you and show some gratitude.   #SemST,feminist movement,0
".@johnny_nimble @__heyheather @cooImemegirl ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST",feminist movement,0
"the Left 10 years ago ""Keep government out of our bedrooms"" Today: ""you must verbally consent to every step"" ""no drunk sex #SemST",feminist movement,0
@ParnassusBooks1 any chance @QueSaraiSera will come to Nashville to discuss #Dietland. Couldn't put that deliciousness down! #plum #SemST,feminist movement,2
@godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay #SemST,feminist movement,0
Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men #SemST,feminist movement,1
Tumblr made me slightly transphobic and misogynistic. #Tumblr #SemST,feminist movement,2
How much radical feminist does there have to be before feminist start rethinking their position about feminism? #SemST,feminist movement,0
@N4G that's what she gets for not knowing her place #KnowYourPlaceWomen   #FreeSpeech #SemST,feminist movement,0
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.  #SemST,feminist movement,0
"Hugo Schwyzer, Jian Gomeshi, both prominent male feminists, both abusers of women #sjw #GamerGate #SemST",feminist movement,0
@_aimless the friend of my enemy is my pizza delivery guy. #vegans #blessed #SemST,feminist movement,2
Radios r filled with feminist and rape propaganda. Feminism is alive n well in Malaysia. Their rape guilt tactics won't silence me #SemST,feminist movement,0
@ENews Tell @TerrenceJ to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole #SemST,feminist movement,1
@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out. #SemST,feminist movement,2
"If women do it, it cannot be immoral or evil. Right?  Welcome to feminism defending pedophilia promoter #LenaDunham  #SemST",feminist movement,0
Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST,feminist movement,0
Feminists are about equality between men and women as much as segregationists were about equality between blacks and whites #SemST,feminist movement,0
"@OliveStuff @douchefuck @redheadtart @nascar_jesus mice are intelligent animals, and should not be mocked #SemST",feminist movement,2
@WALKAFLOCKKAA @kasscheeks @WeNeedFeminlsm they all acting like they lived through medieval times and shit #SemST,feminist movement,0
Great to see singer turned activist @charlottechurch on the stage to interview @pussyrrriot #Glastonbury #glasto #charlottechurch #SemST,feminist movement,1
It's incredibly easy to identify shitty females with a poor view on the world and what's important thanks to #SemST,feminist movement,0
@BOZARbrussels is this how @UN_Women sees #genderequality ? Only #women with arms like #men ? #stopmarriagebill #fakecases @UN #SemST,feminist movement,0
Why is Paul Elam not one of the most hated men alive right now!? #feminist #SemST,feminist movement,1
@ChaseStraight Wat is gaems? Like candy crush saga? #girlgamzers #wat #SemST,feminist movement,0
You're stupid & mens rights is nothing - I love you Leslie Knope. @parksandrecnbc #MRA #mensrights #lol #SemST,feminist movement,0
1 thing I learned from my job: doors leading 2 opportunity have a cover fee only the #privileged can afford #sadtruth #SemST,feminist movement,0
"Modern marriage is like a modern car, shinny, disposable and not made to last.   #GamerGate #SemST",feminist movement,0
"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know?  #feminist #feminazi #SemST",feminist movement,2
"@MrRepzion This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken. #SemST",feminist movement,1
Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion #SemST,feminist movement,2
@AsheMareexoxo literally you are so on point about the male gaze and BS about fake nerd girls #SemST,feminist movement,0
@Yohanzor  @kittylight @OccupyWomen You lunatics aren't fooling any1. Your skewed logic is only due 2 your delusions. #SemST,feminist movement,0
#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots #SemST,feminist movement,2
Girls over 130 pounds shouldn't wear a bikini #womenintech #SemST,feminist movement,0
What!? Women take pictures of themselves naked or in sexy lingerie & text them? Fucking Patriarchy! #TweetLikeAFeminist #SJWLogic #SemST,feminist movement,0
"When guys text hella girls it's fine but when girls text guys they get called ""thots #SemST",feminist movement,1
"Eating a bagel by myself rocking out to ""Man! I Feel Like a Woman!"" #ponytail #freedom #SemST",feminist movement,1
At the WGSS Discussion Forum at #alaac15. Love these librarians! #fuckyeahlibrarians #SemST,feminist movement,2
What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist #SemST,feminist movement,0
